From	To
Q9P2E7	57575
Q9H3H9	140597
Q7Z4R8	387263
Q49B96	90639
Q9H069	83450
O94818	8715
Q6PEW1	170261
Q8NE28	169436
Q15776	7745
Q08289	783
Q9UFC0	222229
Q16322	3744
Q9H4M3	93611
O75715	2880
Q6P9B6	57707
Q9UNL4	51147
Q6B0B8	220359
O95057	148252
A0A087WVV1	5690
Q9NYW5	50832
Q8TED0	84135
Q9BY19	83661
Q9NY74	54465
Q15386	9690
Q8NB90	166378
Q9BZV1	80700
Q96Q27	51676
O75971	10302
Q6T4P5	79948
Q9Y530	221443
Q8NGN1	219874
P22670	5989
Q96T76	64210
Q16206	10495
Q8N6C8	11026
F6RGN5	1468
P60409	386675
Q9UIC8	51451
O75678	10739
Q8NCL4	11226
P03901	4539
P42766	11224
Q6NUJ1	768239
Q86XP3	11325
Q8IWY4	80274
Q9Y5E2	56129
O76050	9148
O60262	2788
Q16281	1261
Q96DC9	78990
P22681	867
Q9P0U3	29843
Q9HD15	10011
A0A0C4DG03	391365
Q9NPB9	51554
Q99466	4855
Q9UKR5	11161
P19075	7103
C9JFE4	2873
Q9H0B3	80726
P17040	7579
Q8NGL0	26338
A0A0A0MR47	10782
B5MCQ6	79885
Q9H4P4	10193
O43805	8636
Q5VTQ0	158219
Q6ZS82	388531
Q9BXP5	51593
Q9GZV3	60482
Q8IWL1	729238
Q8TCD1	497661
Q8IYJ1	151835
Q15477	6499
Q9Y4E6	23335
Q8NE09	26166
Q9UPX0	22997
Q9ULL4	5365
P42331	9938
Q67FW5	146712
Q9H1B4	55998
Q96LB2	259249
Q6NUT3	126321
O95780	91120
A6ND36	644815
P46063	5965
Q6AZZ1	55128
P10073	342945
Q8N5S1	284427
Q92620	9785
P59901	23547
Q66LE6	55844
A0A0C4DFP2	392390
Q9Y5E4	26167
Q9BYD9	84517
Q8N912	400258
P69891	3047
Q6UXP7	167555
P0C7P0	284106
Q8IZ07	88455
Q96JC1	23339
B7Z7F3	8498
B3KRT8	2006
Q3SY89	728929
P55081	4236
Q9Y2R0	28958
Q9NXV2	54442
J9JIF5	80319
P13671	729
P0CW23	642597
A0A087WWF6	5425
O75129	23245
P31995	9103
F5H4A9	401097
Q96PU4	115426
Q96LB9	114771
Q9NRH3	27175
Q96N03	128434
Q6ZT12	130507
Q9Y5Y0	28982
Q5GFL6	340706
O95989	11165
Q96ND8	147949
Q96F05	53838
Q9BWF2	10293
Q9UBH0	26525
H3BS89	100507421
O95067	9133
Q96IS3	84839
Q8NH76	196335
Q9NRD9	53905
K7ENX1	117579
Q9Y466	7101
A4FU69	374786
Q8NFR9	132014
A6NK59	142686
Q9Y6S9	83694
Q5SV97	84808
Q96C10	79132
Q8IUB5	164237
Q9BQT9	9746
B7ZBB8	648791
Q5THR3	64800
Q8WV93	246269
O14980	7514
O14654	8471
P60468	10952
Q9H0Z9	55544
P59990	353332
P15086	1360
Q9H3Y0	140902
O60293	196441
Q9NX18	54949
Q9UGC7	54516
Q9H2Z4	644524
P09619	5159
P28715	2073
O95473	23546
Q8N729	283869
Q96ES6	113655
Q96FV0	90506
Q9NWW9	54979
P16562	7180
Q5T764	439996
P51801	1188
Q9BVT8	83590
P51888	5549
Q8N608	57628
Q16378	11272
Q6UWT4	389336
Q9P104	55816
P05204	3151
A9Z1W8	140732
Q08174	5097
Q496M5	126520
Q96F46	23765
Q0VD86	388324
Q9Y4Z2	50674
O14978	10127
Q9ULX3	28987
O60337	10299
Q8IZQ5	280636
P51553	3421
Q8NB50	643836
B4DKA4	55140
P0C6A0	100125288
Q7Z5G4	51125
O00213	322
Q9H0U4	81876
B7ZLJ8	23544
Q96RY7	9742
Q9BRR8	55094
Q9UN42	23439
Q5JTC6	139285
Q7Z7B7	400830
Q92914	2256
Q8NH40	341799
P0DJD9	5222
Q5TA50	80772
Q5JX69	388799
Q9HBT7	57336
F6RJU0	55268
Q6Y7W6	26058
Q6P047	203076
P16452	2038
Q9H568	81569
Q16873	4056
Q9UNN4	11036
A0A0A0MS69	5137
Q9NP70	258
Q5T5Y3	157922
O43148	8731
Q9UKF6	51692
B7Z896	3801
E5RGY0	79139
Q9GZX6	50616
Q9C0B6	57795
Q8NGX0	391189
Q9Y2C5	10050
Q9NZV8	3751
Q6NXP6	122945
Q8NGF6	81341
Q96QF7	93953
Q8N4X5	84632
Q86Y07	7444
Q8NGN3	390264
O95561	92346
Q8IUQ0	157807
Q8NBS9	81567
Q92610	9640
K7ELB9	27006
Q8NB59	255928
P23409	4618
Q16853	8639
Q9H9P8	79944
Q96JM2	58499
Q96JN2	64753
Q8NGE7	441639
Q9H213	28986
Q99527	2852
Q9Y3E2	51027
Q5QPR3	728642
Q9H2A3	63973
P28358	3236
Q9BQY4	84528
Q7Z6M3	284021
P52741	7693
Q9H4G8	100132911
P47887	8388
Q9P219	440193
Q16799	6252
Q05BK6	10342
A6NMN3	170370
Q8WWQ8	55576
Q96N20	7627
B7ZC38	56904
Q9BYR8	83896
Q6ZQN5	399823
Q96IJ6	29926
E7EQI7	9897
A0A087X0T5	123803
Q6H8Q1	84448
P55290	1012
O95620	11062
K7ESL1	10907
Q96QR1	92304
Q5MJ68	387778
Q14DG7	114795
Q9Y2L8	23660
Q15375	2045
M0QY24	339327
F8W1G2	112399
Q5BN46	138162
A0A0C4ZMZ1	3810
Q9BQD3	79036
H9KV56	114336
Q8NGP6	219484
Q8NH43	122742
Q9BQS2	102724488
Q9BQS2	83849
P03951	2160
O00268	6874
P11279	3916
Q96P69	27201
Q53RT3	151516
Q4JDL3	26095
Q8WTX9	29800
A0A0A0MT80	50651
Q15678	5784
Q9UKP3	26548
O75526	27288
Q8WVF5	386618
Q5UIP0	55183
Q9BYV6	84675
Q9UQ72	5680
Q15428	8175
Q8N5I3	283518
Q96N16	152789
Q8N568	166614
Q9C037	89122
Q6P3R8	341676
P21815	3381
P0DML2	1442
Q8WXE9	85439
Q5SZJ8	221336
Q6EBC2	386653
Q96RP3	90226
Q9HAU5	26019
Q96IR2	91664
A0A0A0MR64	345193
Q68D42	401498
P56880	49861
Q6KF10	392255
Q8WWY6	85509
Q96EU6	88745
Q8TAV5	219833
O43427	9158
Q2MKA7	284654
Q9P2W6	29125
Q14416	2912
Q9NP81	54938
Q19AV6	125150
P48304	5968
Q96DI7	9410
Q7Z2Q7	100130733
O95059	11102
Q6GQQ9	56957
Q6P7N7	388730
Q8NDX1	23550
Q96IW7	26984
Q9UPY6	10810
Q9NSN8	54212
Q9Y2T6	9290
P52756	10181
P54284	784
P57773	81025
Q6ZNR0	641649
Q8N7H5	54623
O43581	9066
Q86YV0	64926
Q8NH59	390061
Q9H477	64080
P25024	3577
Q15617	26494
Q9NNX6	30835
Q9H3Y6	6725
Q14390	91227
Q6UW78	790955
Q17RG1	146212
Q86YZ3	388697
Q5JX71	200232
P51826	3899
O15498	10652
Q6W0C5	359787
Q9H3M9	92552
P59535	259286
Q14656	8269
P23471	5803
Q7Z2K6	79956
Q5R3K3	441168
Q8NAP8	728116
O75362	7764
J3QSZ6	51524
Q969Z0	9238
A6NMB9	401720
Q5TCM9	254910
Q9Y345	9152
Q9NQE7	10279
P13682	7584
Q13576	10788
Q15116	5133
Q6ZVX7	342897
A3QJZ6	653606
Q04741	2016
Q2WEN9	388551
O14782	3797
O15482	1527
Q86VP3	23241
A2IDD5	124093
A8MT65	101060200
Q30KQ5	245929
Q9BZM2	64600
Q93100	5257
P0C264	100130827
Q9BRP4	80227
B4DLR2	2191
Q96D09	100528062
Q96D09	114928
B4DPR9	7978
Q7Z5M8	145447
Q13387	23542
P56715	6101
P59190	376267
Q86UN6	158798
O15375	9121
I3L0X5	9552
Q7Z7G1	116449
A8K4G0	124599
Q7Z4N2	4308
Q06055	517
A0A096LP55	440567
Q9H5Z1	60625
Q5RL73	84060
P05014	3441
Q86SM5	386746
P58418	7401
Q6UX46	285016
P41214	1939
P49685	2838
A0A087WU38	80852
Q969G2	89884
Q7Z2E3	54840
Q9H5F2	64776
P26012	3696
Q8NGG2	219464
Q15847	10974
Q96SK2	84928
Q9GZP1	80023
P08567	5341
Q6AZY7	51435
Q8ND56	26065
Q8IV42	118672
A4D1T9	136242
Q9NWQ9	55017
P16591	2241
A8MZ26	285588
Q5JUX0	169981
P35249	5984
Q8WWF3	136263
O95881	51060
P26998	1417
Q01974	4920
P30953	8387
O15320	4253
O95782	160
Q8NGG4	219469
Q5T750	100129271
O15231	7739
Q8TAC9	192683
Q86SP6	344758
Q9GZV1	26287
Q8NGS7	138802
A4D0V7	79974
Q8WXE1	84126
Q9BYE7	84108
O76001	442186
Q01804	54726
Q9BXY0	84549
Q96R27	26245
Q5GH70	389668
Q8N573	55074
Q99856	1820
Q7Z5H5	317703
Q9H6L4	79637
Q8NGU9	285601
A6NK53	353355
Q2TBA0	131377
Q13939	881
Q5W041	219681
Q9UQ74	440533
O14830	5470
Q96QH8	389852
Q96QH8	729201
Q9BTZ2	10901
Q400G9	155185
Q8TEQ8	84720
Q7Z5Q5	353497
Q6SA08	283629
Q8N1N4	196374
Q9BVG4	51260
Q765I0	257313
P63104	7534
Q9HAU8	57140
Q6QNY1	282991
Q4ZJI4	150159
Q96DT0	85329
O75964	10632
A8MVW5	253012
Q8TAX7	4589
Q2MV58	79600
Q5RI15	116228
O60318	8888
Q9BYR6	85293
Q9UGK8	26297
Q9NQZ5	56910
Q6IAA8	55004
Q9Y5H7	56143
Q96MF7	286053
P55058	5360
Q9H6F5	79080
Q9BU02	79178
A0A0A0MQW3	5275
Q04446	2632
P43359	100533997
P43359	4104
Q8TAU0	159296
F5GYI5	3891
Q9UKX5	22801
Q9H0C2	83447
Q9NZL4	23640
A2RU48	440087
P27216	312
Q9P242	57624
Q8IYR0	154313
Q8IYI6	149371
F5H290	7553
Q9BYV8	95681
Q147U1	162993
Q9Y5Y3	11250
Q9Y5Q6	10022
Q8TC94	284382
P49910	7718
Q9NYQ8	2196
A0A075B6F5	84700
Q86UB9	65084
Q8NG27	64219
Q96A73	57179
P00709	3906
Q6XD76	121549
Q9NXN4	54834
Q96M93	132612
Q8IYV9	284359
Q96PY5	114793
P33778	3018
Q8IY50	148641
Q9H7B2	84154
Q9UJY5	26088
Q9BSQ5	83605
Q12849	2926
Q7Z5J8	150709
Q6NT32	221223
Q70EL3	373509
Q14676	9656
Q8IY82	84229
Q5T7P8	148281
Q6L8H1	387267
P02538	3853
Q9H3U1	55898
A8MXD5	389207
O43822	755
A0A0A0MRJ6	5110
A6NH57	390790
O75679	10738
Q6NUI6	150356
P55201	7862
Q96RJ6	222894
A0A0A0MRV4	127281
Q7RTR0	338321
Q9P0Z9	51268
O95450	9509
B1AMU0	84287
Q6IQ20	222236
Q30KP8	613210
Q8NGQ5	219956
Q96S52	94005
Q8N8E3	201134
Q8TE04	53354
Q86UY5	84985
Q9NWW7	54980
Q96AM1	116535
Q9H2W2	83881
P01009	5265
Q8NEZ5	26263
Q8NCY6	84437
Q6ZVZ8	401036
Q9HBF4	53349
Q6UX73	146556
P51148	5878
A0A024R1V6	7703
Q496H8	123904
O75373	100129842
P14651	3213
Q8TBP0	125058
O75556	4246
Q9H4Q4	59335
Q13520	363
Q9ULR5	400961
Q13310	8761
Q9BSJ1	84767
Q8WWW8	139716
A6NFS0	10838
P78358	1485
P78358	246100
Q15173	5526
Q8NHC7	127066
Q6P387	123775
Q9UQ16	26052
Q8TBP6	55972
Q9ULW3	29777
Q8WXI4	26027
A6NFU8	145814
Q8NGF8	119765
Q96C90	26472
Q9NY15	23166
Q9UGF5	442191
Q8NGZ6	343169
Q6ZV89	400745
Q9Y3I1	25793
O75019	11024
Q502W7	120935
P02814	10879
O15266	6473
Q8TAV0	199870
Q8NGI4	219986
Q7Z5M5	342125
Q9Y651	11166
O15400	8417
A0A087WWS6	3447
P25089	2359
Q96LR7	130813
O15535	7746
Q9NR97	51311
Q8IYD8	57697
Q5D0E6	55152
P06126	909
A0A0C4DFX5	401665
Q5TEZ5	206412
Q8IWZ5	287015
P51841	2986
A6NNE9	441061
Q9BXB7	83893
P83105	203100
J3KPQ0	2264
P63098	5534
Q9H2S5	80352
Q9H305	29965
Q7Z4T8	168391
Q8IUB3	280664
Q9H106	128646
Q9H346	390066
Q0VG06	80233
Q8N7P1	200150
A0A0A0MSA7	8672
P04217	1
Q9NPA0	56851
Q7Z408	114784
Q96CK0	115950
Q8TCU3	157724
A0A087WVT1	197407
A0A087WWM0	27095
Q9UN72	56141
Q8NGL9	219428
A0A087WUB1	223075
Q3LI76	254950
A6NNL5	145853
Q8WW24	150483
Q8N3Z6	84186
Q9Y5L5	55891
G3V1S4	51077
Q9UBD5	23595
Q8WV19	113402
Q1ZZU3	375757
Q6ZWH5	152110
Q8TF08	170712
Q5T5D7	127396
Q9UF47	85479
O95800	10936
Q8IV45	222643
Q9UBT3	27121
Q96FM1	93210
Q9H3Q3	64090
Q2M3C6	123591
Q8N1C3	2565
Q96N58	147660
Q6ZU64	255101
A6ZKI3	8933
A0A087WYF4	55900
O60870	22944
Q9H4B7	81027
Q6ZMT1	342667
P59923	353274
A0A0A0MQY9	11202
O76002	26707
Q7RTY5	345062
Q7Z6L1	25851
Q08AG7	440145
A0A087WXT7	388561
Q9Y330	221527
Q9H1B7	64207
O95835	9113
O43909	2137
P07205	5232
Q96IZ6	339175
Q8NEX6	259239
Q9UJX6	29882
Q9UHR5	29115
Q9BZC1	56853
Q8WVJ9	117581
Q8NGI2	390072
D3YTF2	90576
Q15323	3881
Q9NZK7	30814
A6NF89	283365
Q6TGC4	353238
Q5FBB7	151648
Q96H72	91252
Q9Y698	10369
B7ZL48	165631
P42898	4524
Q9H426	140730
Q13136	8500
O43548	9333
Q6PEX7	374973
Q96DM3	29919
P49840	2931
P31267	3203
P35789	81931
Q9HD33	57129
Q9H3S1	64218
Q7RTY8	344805
Q7Z602	353345
Q9UFG5	148223
Q9BY10	57864
Q9Y366	51098
Q14002	1087
Q15370	6923
Q6UWQ5	84569
A6NKL6	645369
Q96SK3	84775
Q5UE93	146850
Q7Z6B7	57522
Q5T9G4	221481
P46093	2828
Q5T700	388633
O14559	115703
Q3ZCT8	166348
Q9BRZ2	81844
Q96T49	26051
Q9H1R2	128853
Q8NGH7	338751
Q8N2A8	201164
Q8TE67	79574
Q86XP6	200504
Q96FE5	84894
Q96KP4	55748
Q4L235	132949
Q7L0X0	9865
Q8NH64	119687
Q969U7	56984
Q9UBW8	50813
H9KV89	284370
Q5U623	80063
Q9Y6N8	1008
Q8NG81	391196
Q96DF8	8220
P23527	8348
A6NFD8	391723
Q96J66	85320
Q9BZL4	54776
Q8WW62	146456
O43934	79157
Q5QPV1	11317
P25686	3300
Q8NEK5	147694
Q9NZD1	55507
Q9H0H3	64410
Q9BRU9	84294
Q16538	27239
Q8N349	284521
Q6L9W6	283358
Q8IWW8	137872
Q7Z6J2	160622
Q9P2Z0	56906
Q96DU9	140886
Q8N7S2	285126
P57060	10069
K7ERX2	2116
A1L162	285141
Q9BZG2	93650
Q8TBY8	83449
P09093	10136
Q86Y22	91522
Q9BT73	84262
H3BQB6	401236
Q8NEB7	84519
E5RHT3	203062
A0A087WYF9	100316904
Q00536	5127
J9JID5	7776
Q5T447	79654
Q96K62	84878
Q99990	51442
A8MUK1	728386
O60469	1826
O95661	9077
Q6NVV7	150383
P51508	347344
A0A096LNY9	283953
Q86VV4	202151
Q8NBM4	337867
A5X5Y0	285242
Q5H9I0	51270
A8K2U0	144568
Q8NCC5	84255
Q9NUS5	55317
B5MBY4	51281
Q8IV53	79958
Q96PV4	114824
M0R2M9	647219
Q8N680	57621
P36508	7629
P58304	338917
Q8NH01	127077
A0A024R7N8	2657
Q9BXX3	91074
Q9H5H4	79724
Q9NZH5	10744
Q7Z5B4	79608
B7ZAQ6	51463
B7ZAQ6	653519
C9JH25	401399
Q96PB8	116135
P11441	8266
Q9UK96	26267
Q9UJV3	11043
Q14789	2804
Q9Y5P0	79339
Q9ULH4	57497
Q8NEV8	23086
A6NFY4	100131211
Q7RTR2	197358
Q16512	5585
Q8IWT1	6330
A8MXZ3	728318
J3KNL2	1731
P17947	6688
Q16877	5210
Q8IXE1	390437
Q99594	7005
O95521	65121
Q9UJD0	9783
Q96N23	144535
A6NMZ2	132203
Q13606	10798
P50479	8572
Q8NH02	343563
Q9Y2D0	11238
Q8WY98	56063
Q9UDV6	7988
Q5T7P2	353131
Q9UBF2	26958
Q00526	1018
E9PI61	254359
Q7Z4T9	89876
Q09327	4248
Q96JP2	80022
P31941	100913187
P31941	200315
A0A0A0MR82	339967
J3KNA0	5018
Q8NCK3	220992
Q5TCY1	84630
Q8WVZ7	168433
Q6JVE6	414332
Q8WZ94	120066
Q8IUE1	90316
A6NGQ2	441161
Q6ZRI8	158763
B4DMT0	55260
Q8NFN8	165829
Q96BW9	132001
Q8IZP6	140432
Q8IWZ8	57794
C9J3V5	647310
Q96PQ1	89858
Q9Y284	51398
A0PJX8	388595
Q6UXU6	162461
Q96PN8	81629
Q5VTH2	257177
Q9P0K9	23732
O15195	50853
O15537	6247
Q5TID7	57821
A0A087WVH9	90592
Q9UGI9	53632
Q9BWH2	65991
P19012	3866
Q14093	1539
A6NFA1	388630
Q9HBL6	57408
Q969V1	84539
Q96LB0	117195
Q9NS62	55901
Q8IXT2	63946
Q8TDT2	390212
Q9HC07	55858
Q6UDR6	391253
O75800	51364
Q08708	10871
Q13156	29935
Q8N7C0	440699
A8MW95	441925
Q96GJ1	79979
A8MV23	647174
P0C7N4	728229
Q8N4C9	284099
Q8TAP8	221908
O94779	53942
P20941	5132
Q969E8	90121
Q8N146	390152
Q8NFW5	127343
B1PBA3	55627
Q9H5X1	84191
P52738	7699
Q9P1Y5	57662
Q8N8W4	285848
Q3KNT9	339168
Q96BQ3	129868
P49901	4184
K4DI93	8450
Q9BZG8	1801
Q9ULW2	11211
A0A087WZN1	3420
O60235	9407
Q16385	6757
Q16385	727837
P54619	5571
Q6J272	401565
Q3SY00	254187
A8K0G1	7477
Q6ICL7	339665
Q8NH18	282775
P0DL12	147670
Q5J8X5	503497
Q8IYK2	126402
Q5T6L9	55780
Q9Y3P4	25807
E7EQT0	5079
Q9BQ13	65987
Q8NBL1	56983
Q86TM3	168400
Q9BYJ1	59344
Q9Y675	8926
Q9BXR5	81793
Q9Y6U7	200312
Q9H993	79624
Q8TAQ9	256979
Q9UBN7	10013
A0A0C4DFQ7	30820
Q6IV72	155054
Q8NGE0	121275
P0C5Z0	474381
P0C5Z0	83740
H3BV40	162239
Q5SWH9	51249
Q9HC44	60313
Q8NGF4	338675
P38935	3508
P0C870	100137047
A1L1A6	147710
P48167	2743
P46777	6125
Q9BY79	83552
Q9UC06	7621
P04280	5542
A0PG75	389158
A0A087X1P5	64708
O94850	23109
Q8N9W8	161142
A0A024R4Q5	29844
Q9Y255	27166
Q96A61	84851
Q9HAP2	22877
Q5VVJ2	114803
Q9UI30	51504
O95256	8807
Q8N655	84458
Q86SJ6	147409
P0CG38	653269
Q9HB96	2178
Q86UT5	79849
Q2M3W8	339318
A0A0B4J1S2	83953
B2RXH8	440563
E9PC54	2768
P12273	5304
A4D1E9	85865
Q9NPI5	27231
Q96NS5	92591
Q3ZAQ7	203547
A6NGG8	388939
Q6UWV7	348378
P48668	286887
Q8N8V2	388646
Q86WN2	338376
Q96A99	390667
Q8N4T0	57094
Q8N5D0	23038
P20160	566
Q6P2E9	23644
Q9NPP4	58484
Q8NGN0	219875
Q9BXG8	84654
A0A087WY01	146429
A6NHG4	100037417
P59543	259295
Q69YN4	25962
Q9NZT1	51806
Q15027	9744
Q8NGX9	128366
A0A0B4J1S8	5298
Q6NSJ0	57462
Q6ZRZ4	286223
P59551	338398
Q13536	10485
Q03188	1060
Q9BYQ8	100132386
P05000	3467
Q9UIB8	8832
Q9Y2H8	22869
Q96L42	131096
P43308	6746
P13987	966
Q5VZB9	63951
E2JJS1	100288687
E9PSA9	64231
Q9UHF3	51471
Q8IXL9	389123
P29017	911
Q13495	10046
Q96DT6	84938
Q14D33	285093
Q12836	57829
Q8NDB6	29057
Q8NDB6	727866
Q02539	3024
Q8N808	146861
Q8N715	164127
Q9H310	57127
A2RUC4	129450
J3KQR4	147686
Q15622	26659
Q2WGJ6	340359
Q5T1N1	254268
A6NCL1	647309
O95475	4990
O75635	8710
A0A0A0MRX4	57139
Q7Z7G2	339302
Q15615	26689
C9JBD0	100506243
Q8NGQ1	283189
Q5NDL2	285203
P0C7X2	146542
Q9NZ53	50512
Q96M69	136332
Q9NS71	56287
Q96Q35	130540
Q13046	5676
Q6X784	124626
Q8NFP7	170685
Q5TF21	387104
Q5JUK9	139793
Q9UKA9	58155
Q9BSL1	10422
Q5JTY5	220869
Q5JTY5	445571
Q9UI33	11280
Q9BXU1	56164
Q9NYV8	50840
Q96T53	619373
P58417	30010
P07098	8513
A6H8M9	389118
Q02985	10878
Q8N4E4	132954
Q15785	10953
P42127	434
Q0VGL1	389541
Q6ICG8	164684
Q86VE3	340562
O15446	10849
Q6IE38	408187
Q8N8E2	130557
P31939	471
Q8NFU1	54831
A0A087WUD1	126208
A8MYU2	157855
O95900	26995
Q99944	80864
Q9Y4H4	63940
Q9BZD7	79057
Q6P2I3	151313
Q17RF5	152816
Q8TDX9	168507
Q5VTT2	138255
Q969V5	79594
Q14703	8720
A0A087WU49	7455
Q9H0D2	84215
Q8IUB9	337882
Q3KRB8	89839
Q9UEG4	23361
Q1ED39	400506
Q9H078	81570
O14581	26333
Q16760	8527
Q8N4L4	374768
P47710	1446
Q96NU7	144193
P01570	3448
Q6IF99	391107
Q4AC99	390110
Q96RD0	26595
Q9BRQ0	90780
Q3SXM5	83693
Q9Y5R2	10893
Q07092	1307
E7EQD3	57343
Q8NEA5	147685
Q96QZ0	116337
Q8NGB9	390648
Q9NX65	54925
Q9P298	51751
Q5JRM2	347487
Q96NG8	147948
B7Z4G6	84548
Q9H0K4	81492
Q5T9A4	83858
Q96MC6	64645
Q9BYE9	54825
Q6QHK4	344018
Q9NZP5	81050
A6NDD5	646658
Q9NYV7	50833
F8WA39	8776
O00155	2848
Q4G0G5	284402
Q7Z7G0	25890
Q32ZL2	163404
Q8NGZ3	441933
Q9H4I0	642636
P0C7X1	729877
Q50LG9	441381
Q16587	7625
Q6UWM7	197021
C9J7T9	7125
Q9H8Y5	55139
Q02094	6005
O75781	5064
P55895	5897
Q9UN66	56128
Q8NGC4	26533
Q6PL24	283578
P60827	390664
A6NCV1	254783
A0PJX0	130106
Q96EN9	55049
Q8NH19	282770
Q8NEX5	259240
Q6IS14	143244
Q8TCV5	149708
Q9P203	55727
A8MXV6	256223
P0DJD3	378949
P0DJD3	5940
Q8N2C3	120863
Q9NX55	25764
A8K0Z3	100287171
Q6UWD8	283897
Q7Z6J8	90025
Q32M78	374879
A4D1F6	401387
P51124	3004
Q96BJ3	64853
Q8TAZ6	146225
A6NMT0	120237
P32926	1830
P0CJ78	100507290
B4E3L3	57646
P06028	2994
Q8NGL1	219438
Q96D70	91300
P52824	1609
Q8NHA4	81392
Q8IU89	204219
Q9BVQ7	79029
Q5VVY1	149281
Q96AT1	57456
Q8WV35	26231
Q0P670	201243
Q5JV73	84443
Q5T1H1	346007
A6NH00	343172
Q9BXN6	64648
P29016	910
P86479	122183
P86479	729233
P86479	729240
P86479	729246
P86479	729250
Q96PF1	116179
Q9HCN2	63970
Q3LI72	337972
A6NLX4	100505993
A6NL08	390323
Q9NP86	56344
P0DJD7	643847
Q9Y463	9149
Q9HCI7	55167
A6NCF5	123103
P59544	259296
Q8IZ16	402573
A0A0A0MRC0	54798
A6NG13	152586
P51948	4331
Q9UKN7	51168
Q5JST6	80258
Q68J44	338599
Q15612	158131
Q6WQI6	641654
Q8TDS5	165140
P0DJD0	400966
Q96R67	283093
Q8NGT0	286362
Q7L2K0	80178
Q6P2H3	64793
O00292	7044
Q96BR6	79862
Q9NS25	728695
Q8NHC4	127385
Q5TEU4	79133
P59538	259290
Q16384	6756
P0C6S8	645191
P01037	1469
O75038	9651
Q9HCX4	57113
Q8N7C3	205860
Q6IEZ7	401993
Q86SG7	254773
Q8NHC8	254879
P22749	10578
Q8NGQ4	219960
O43610	10251
Q6GPI1	440387
O00294	7287
O00479	10473
Q701N4	440021
O76087	100008586
O76087	2579
O76087	26748
O76087	645073
O76087	729428
Q5VWK0	653149
Q9BVW6	79024
Q8NGA1	125963
O75177	26039
Q8IUH3	129831
Q5TYX0	343068
J3KNX1	387712
Q5T7P3	353132
P17024	7568
Q8WW34	100288797
Q0Z7S8	646480
Q9BSG0	84279
P57796	57010
Q9BYQ6	653240
P35410	116511
Q9UIL4	3834
Q8N5Q1	284418
Q8NH54	390083
P58499	54097
Q9NZP6	23742
Q8NGL7	81300
Q9H7X2	79762
Q69YI7	203245
Q8N123	53336
Q9H6R7	80304
Q6NUN7	79864
Q9Y5G6	56108
A0A024R7P0	8625
Q6PIF6	4648
Q8N907	199699
A0A0A0MR37	653423
Q8NF86	260429
Q6NSX1	83446
P56279	8115
Q3LI61	337976
Q8NGP2	219477
Q8TAT6	55666
Q9NXZ1	55511
Q6L9T8	728833
Q7Z5V6	220004
Q7Z3S7	93589
Q9ULJ1	57489
O60403	26538
P11844	1418
Q99878	8331
Q9BUH6	286257
Q9HBI6	57834
Q9NYW6	50831
Q8NGJ8	119692
Q9Y238	9940
Q9Y585	26189
A1L020	92312
Q96C57	64897
Q9BXC0	27198
Q8N9V2	339976
P58181	26496
Q7Z3I7	137209
Q8NGG5	390157
Q8IUC0	140258
Q5SV17	339453
Q9NYV9	50838
Q8NH60	119679
Q96PU9	113746
Q9Y6F7	203611
Q9Y6F7	9426
O75409	25763
Q93075	9797
Q9H6W3	79697
Q86Y27	85316
O95925	100526773
O95925	57119
Q9HBY0	50508
Q8NH67	143502
Q14592	10794
Q8NH09	341568
Q9UJQ7	140856
Q96GU1	90737
Q86T26	132724
Q9NQ75	57091
P0CJ68	100462977
A0A024R161	552891
Q5TAP6	9724
Q5JUW0	55634
Q9NXW9	54784
E9PHI8	79858
P59826	359710
O60330	26025
Q8WW32	127540
Q9UBD0	100130086
Q9UBD0	100506164
Q99570	30849
Q96RD1	390321
Q6NXT2	440093
A0A087WZJ7	9534
A6NJZ3	403282
Q499Z3	200172
Q3KNS6	374899
Q86UF2	340307
Q5VIY5	90333
P60321	339345
O95944	9436
Q6R6M4	377630
Q9P1W8	55423
B4E3E2	56964
Q7Z4P5	151449
Q9NUQ3	55787
Q9H320	26609
A0A087X0U9	9856
Q8IZT9	171484
Q5T5A8	353144
Q6UXA7	29113
Q96RI9	134860
O00411	5442
Q9NY28	26290
P60410	386681
Q96SF2	150160
Q9UPS6	23067
Q7Z4Y8	267020
P51160	5146
O15090	9745
Q6ZN11	390927
Q8NEK8	169966
Q96QU4	441581
Q9GZY0	56001
Q9GZY0	728343
Q9BYR2	85289
Q5T655	159686
Q9GZK3	81697
Q6ZTW0	91978
Q13615	8897
Q08AG5	284391
Q5SYB0	22844
A0A0G2JPR7	100132285
Q6IEU7	390167
Q8NDX9	58496
Q9H2C5	390054
Q8NG78	219865
Q9ULE6	27143
Q9NQM4	139212
G3V502	26520
Q7Z6K5	348110
Q8NGD1	390429
Q8NGX5	391109
Q8IW03	283514
Q7Z4J2	360203
Q8NGG3	390154
Q8TDS7	116512
Q9BYT1	63910
Q96R09	390190
O96007	4338
Q9Y5H3	56106
Q5T7V8	92344
Q8N690	245932
A6NL26	219968
Q96LI6	159119
Q96LI6	86614
B2CW77	100144748
Q13072	574
P15516	3347
A8MW99	101928601
A6NDL8	403284
Q86UV7	375593
A0A087WXG3	128408
F5GZB4	125336
Q8NH93	26735
Q8NFZ6	317701
Q8N7U7	284355
Q8WUS8	93517
O60404	26532
P62502	158062
