From	To
Q9UP65	8605
Q7Z3T8	9765
P51857	6718
Q8WVH0	594855
Q9NR12	9260
Q9BZG9	111188157
Q9BZG9	66004
Q9BZG9	432355
P78333	2262
Q8WX92	25920
Q8TC24	55176
O75071	9813
O60895	10266
P78369	9071
B3KTY4	84631
O43292	8733
Q8IYF3	56159
Q02543	6142
E9PPM8	51071
B7Z2R7	91452
F2Z381	5460
E7EV84	8678
E7EVZ1	79776
J3QQY4	4946
Q8WUF5	10848
A0A0A0MT67	143662
A0A087WYT3	10728
E0CX11	647087
O95711	9450
P06733	2023
Q8NC69	200845
P34059	2588
Q9NPI8	2188
Q86SM8	116534
P30085	51727
Q5JT25	347517
Q13191	868
G3V2R1	23034
Q9UNQ0	9429
Q96AW1	81552
A0A075B738	5175
Q8NFY4	80031
Q9NP97	83658
P21291	1465
Q8TER5	55701
P19022	1000
P04201	4142
Q96D21	23551
Q8TF76	83903
E7EW05	55153
P41180	846
A8MU75	5376
Q3SY46	337960
J3QSZ5	6651
P18074	2068
P04004	7448
Q12968	4775
P62136	5499
Q9BV10	79087
Q16659	5597
P61923	22818
P24666	52
Q9H3N8	59340
P53396	47
Q13488	10312
Q8N8U9	168667
P11055	4621
O94901	23353
Q13425	6645
Q8TBE0	22893
Q8N475	56884
A0A0A0MQS1	65263
Q9UIV1	29883
P68036	7332
Q9UL51	610
O14521	6392
P35354	5743
Q96E14	116028
Q9HD64	653067
Q9HD64	653220
Q96PZ0	54517
Q8NCF5	84901
Q3SY84	112802
A0A087WVD1	94059
J3KR22	10462
Q6P4E2	113251
Q92890	7353
P05423	661
P01911	3123
J3KSE3	54894
Q7L5L3	79153
D3DWI5	8629
Q6YN16	84263
Q15020	9733
P47712	5321
P41217	4345
Q6GYQ0	253959
Q6UWT2	375704
Q9NZU1	23769
A0A080YUZ6	57151
P26583	3148
Q8NBI5	29015
Q9Y3C4	51002
O00161	8773
P02748	735
Q8N682	55332
Q96SR6	84911
P48742	3975
P15172	4654
P25786	5682
Q969G3	6605
P41587	7434
Q96C45	54986
P18509	116
Q96GD0	57026
Q96FW1	55611
Q99569	8502
O43684	9184
Q06495	6569
P34931	3305
A0A087WZ88	6258
Q6ZVT0	254173
B4DGZ4	23451
P19429	7137
Q9H8H3	25840
P42226	6778
P06870	3816
Q96A32	29895
J9JIE6	54499
P35544	2197
H7BXY3	22907
A8MT87	5409
Q8NEM2	79801
K7EK35	6776
Q7Z614	124460
A0A075B7G3	152687
Q9UHF7	7227
Q9NV70	55763
Q9BX93	84647
P00451	2157
Q9P2M4	57533
Q4LDR2	613212
Q5T160	57038
Q9Y421	26017
Q8TB24	79890
Q8IZ21	65979
Q9UF12	58510
P56202	1521
Q92556	9844
O60938	11081
P27361	5595
Q9ULM3	55689
Q15118	5163
O60733	8398
P14060	3283
P56704	89780
Q13825	549
P42081	942
P48634	7916
P36542	509
Q9NRL3	29888
H0YMD5	10017
Q9NSY1	55589
Q9ULV4	23603
Q7Z695	90956
Q14674	9700
P12544	3001
Q86U86	55193
Q9P2N4	56999
A0A024R3W6	8828
Q9UNK0	9482
P30040	10961
E7EQ69	80218
Q15269	5822
Q96EH3	115416
Q8IV77	1262
Q2KHN1	146310
Q9BYP9	81870
P25189	4359
P63244	10399
A0A0A0MQS7	3292
Q14332	2535
Q6P5W5	55630
P36941	4055
O60306	9716
J3KPF3	6520
Q9BQB4	50964
Q9NPG2	58157
Q9BVC3	79075
Q9Y5F1	56124
P05230	2246
Q9BTT4	84246
A4FU49	79729
A8MUP8	5914
A6NHN6	440348
A0A087X1U6	83481
Q16798	10873
Q76M96	151887
Q86YV5	157285
P05089	383
Q13794	5366
A0A0C4DG21	10152
Q96D31	84876
P11168	6514
Q9Y5T5	10600
A0A087X2B0	7633
A8MVW0	284069
Q5TCQ9	260425
Q92834	6103
Q9Y689	26225
Q9H340	390058
Q8NH10	219417
Q9P2Y5	7405
A0A0R4J2E6	1996
Q9Y666	10723
Q06587	6015
Q96T68	83852
P41145	4986
A0A087WXB0	9522
P61163	10121
E9PFX5	5468
E9PH60	51384
P78423	6376
Q15738	50814
P11161	1959
Q9Y5A6	7589
Q9Y6F9	7475
O75116	9475
P49458	6726
P0C025	200035
Q86UX6	282974
E9PHE4	102724652
E9PHE4	1409
Q15131	8558
Q9NVD3	54093
Q12950	2298
Q13362	5527
P33981	7272
Q8N135	163175
Q9BRF8	55313
Q8WU68	199746
Q6IPR3	127253
Q9H875	79706
Q6ZMP0	79875
Q6IQ32	22850
Q8NEQ5	128346
Q9NVJ2	55207
Q9HA64	79672
P68366	7277
P02774	2638
Q9NWS6	55007
Q9NPB8	56261
Q6P6C2	54890
A0A0U1RRA6	22864
Q3MIP1	162073
A0A0C4DGL8	3240
Q9HC35	27436
Q66K89	1877
Q5SSJ5	50809
P19801	26
O00458	3475
P55795	3188
G0XQ39	6786
Q6P9G0	124637
E7ES19	7060
Q96PQ7	51088
Q16586	6442
Q12983	664
O43295	9901
P22079	4025
P18077	6165
P60983	2764
P30038	8659
O15297	8493
P82932	64968
P14373	5987
Q96LM6	200523
B3KVL5	54819
A7UKX7	4193
J3KSW1	23533
Q14563	10371
Q12774	7984
Q9H269	64601
Q96QF0	117177
Q969M7	140739
P01308	3630
O60936	8996
P63173	6169
Q9NTK1	11067
P10966	926
P26718	100528032
P26718	22914
O00401	8976
P07203	2876
Q8N6M9	90637
A2RU30	9840
O15050	9881
P32119	7001
Q8WTR4	81544
I3L072	55028
B4DEI9	23462
Q02446	6671
Q8N5B7	91012
Q15468	6491
O75936	8424
Q13562	4760
P18428	3929
P04732	4493
Q16537	5529
P22492	3010
P0DJJ0	653464
P19419	2002
P24863	892
P30279	894
Q96S95	94032
O43520	5205
P55085	2150
P40337	7428
Q658N2	23302
Q9NYT0	26499
O75342	242
Q6UW56	51374
J3QW43	9526
P05111	3623
P48995	7220
P36956	6720
E5RI87	55819
Q9NSE2	1154
Q9NZI6	29842
P03973	6590
Q9BX84	140803
Q96DA2	116442
A0A087WXQ4	440829
P09529	3625
Q7RTU9	161497
Q9UKX3	8735
Q9BRX5	64785
Q93052	4026
O60269	9721
Q15546	23531
O00548	28514
O43405	1690
Q6JQN1	80724
P07911	7369
Q15768	1949
Q9P2G3	57565
Q8TAI7	121268
E9PAP7	254887
P80098	6354
Q96HR3	90390
P08254	4314
Q9BYZ2	92483
Q86WV8	7248
Q9NY72	55800
Q9Y672	29929
Q9UK45	51690
Q6PIL6	80333
Q96AG3	91137
Q96DC7	55374
Q9NRM7	26524
Q9Y6F6	10335
P39748	2237
P32302	643
Q96SD1	64421
P12277	1152
P23229	3655
O43790	3892
Q8N2G6	219654
P23497	6672
P52798	1945
O95980	8434
Q7L9B9	80820
P04439	3105
Q9NPF2	50515
Q6PEY2	112714
Q99523	6272
P21246	5764
P38571	3988
Q9Y257	9424
Q9Y5W5	11197
Q13200	5708
Q8NHU3	166929
P84095	391
Q96PX8	114798
Q8N196	147912
Q1MX18	387755
P08247	6855
P55036	5710
Q9Y6U3	85477
O43865	10768
Q9Y3C7	51003
Q9H2G2	9748
P26358	1786
Q9Y2I2	22854
Q8WZA1	55624
Q9Y376	51719
Q99715	1303
Q9NRZ7	56894
P06899	8970
Q8N9N7	255252
O75947	10476
Q8N6G5	55454
P20592	4600
F7VJQ1	5621
Q9NZJ0	51514
Q8WXD0	122042
Q99623	11331
Q96N19	56834
Q9HBJ8	57393
P10275	367
P04150	2908
Q8NCN4	254225
P32418	6546
B7Z5N5	4087
O00299	1192
Q6V0L0	340665
Q96LT7	203228
J3KNE8	8999
O14683	9537
P24386	1121
P51178	5333
Q8N3J9	144348
Q96NT3	83606
Q92622	9711
Q9UBI9	51696
P21796	7416
Q86VF5	346606
O75064	9909
Q14512	9982
O14682	8507
P06276	590
A0A0C4DGQ8	25979
Q10469	4247
Q8N1I0	9732
Q9P2U7	57030
F5H5D3	84790
Q8N3Z0	167681
P54829	84867
Q7Z6J9	283989
Q8N4V1	93380
P16615	488
Q9Y259	1120
O14841	26873
Q9NYF5	51306
Q6ZMW2	158431
Q96NY8	81607
Q96CD0	55336
P28223	3356
Q8NBV4	84814
P31689	3301
Q10981	2524
Q9BQ50	11219
Q9NRR1	54360
Q9BV20	84245
Q8IZ83	126133
P78413	50805
A0A087X1B2	10713
P55735	6396
Q9BV38	57418
P41208	1069
A5JUZ3	1647
Q9BUN1	54964
Q9NPI1	29117
Q14997	23198
O15499	2928
Q14106	10766
P24394	3566
Q86VQ6	114112
O14936	8573
Q9UP38	8321
Q9NWU1	54995
Q9HBH9	2872
P01920	3119
Q99798	50
P06850	1392
O15488	8908
O95415	25798
Q9ULK6	57484
P35244	6119
Q9P2B4	55917
Q9BV81	83460
P19224	54578
Q12874	10946
P35232	5245
Q8IZ13	63920
A8MQ07	9771
P08729	3855
Q9NPA8	56943
P55082	4238
P04054	5319
P61244	4149
Q92988	1748
P10153	6036
Q8WUI4	51564
Q9NRR2	25823
Q16842	6483
Q9Y3A6	50999
Q5TC84	79627
P60709	60
Q96EY7	55037
Q9ULC5	51703
Q6PIJ6	81545
Q96S66	23155
Q9Y4A0	8690
E7ETZ0	805
E7ETZ0	808
Q6GPH4	54739
P30511	3134
Q9HD45	56889
P35580	4628
Q8NG75	390155
Q96PU8	9444
P56749	9069
P00395	4512
Q8TDM6	9231
P78524	6764
P46094	2829
Q1RLN5	94134
Q9UBS3	4189
Q9NRX6	56900
Q9C0H5	80728
Q9NUB1	84532
P15907	6480
Q5JRX3	10531
P51530	1763
Q96QE2	114134
P20290	689
Q9UNS2	8533
P62324	694
Q96JB3	23119
Q9H2M3	23743
Q9BY84	80824
P62993	2885
A6NLJ0	388125
B1AP13	1604
P57055	53820
Q13325	24138
P15924	1832
Q13045	2314
Q96BW1	139596
Q8WUZ0	9274
O00206	7099
A0A087WVR3	29128
P32969	6133
P00414	4514
P06239	3932
Q8TC76	90362
O94925	2744
Q9HAW9	54576
A0A0A0MSK8	444
A0A0G2JRN4	2952
O00762	11065
Q8N6Y1	64881
Q8IYN2	90843
Q9ULV1	8322
P98168	7789
Q9NZN3	30845
Q13454	7991
B3KSI3	587
F6U4U2	4751
Q5VW36	54914
P63010	163
Q6ZN57	80108
O00445	6861
Q13077	7185
G3V1B0	5017
P17096	3159
P41231	5029
O00592	5420
Q9H0Q3	53826
P39905	2668
P37235	3241
Q9BXB1	55366
Q9H5J4	79071
Q5VSY0	80318
Q01955	1285
Q9H841	79815
Q15554	7014
O75569	8575
P63167	8655
G3V1T9	10179
Q9P0M6	55506
Q92826	10481
P41143	4985
Q96HA9	92960
Q12972	5511
Q9C0B5	25921
Q96NW4	84079
D6RF47	7478
O43286	9334
Q9H479	64122
P18825	152
P06401	5241
Q16698	1666
O00244	475
Q96B02	55284
F5H4D1	113
A0A0A0MRT6	10006
P02533	3861
Q9UH36	402055
P04181	4942
A0A087WT22	7157
Q9H410	79980
Q9BQE9	9275
Q9UIJ5	51201
Q9NXU5	54622
Q6ZNW5	390637
P07550	154
O43825	8707
Q86SF2	51809
O94810	8786
Q13438	10956
Q9BPX5	81873
Q969W9	56937
Q9Y4D7	23129
Q9ULD8	23416
P29400	1287
P01562	3439
P01562	3447
Q494R4	283152
O94988	10144
Q9Y4K3	7189
Q9HAT1	79748
Q9H3Y8	79144
Q96B36	84335
P28749	5933
P54802	4669
Q9ULV5	3299
Q5VXU1	154215
Q14994	9970
Q9UHD9	29978
Q8NDC4	118812
O00505	3839
Q9H4E5	57381
Q9UL62	7224
Q14690	22984
P98170	331
P36507	5605
P10589	7025
O00124	7993
Q8NAC3	84818
A0A0A0MS47	93377
P05062	229
Q9UI08	51466
Q8N998	220388
A0A087X0D9	130617
Q53F19	55421
B3KQ25	10197
A0A087X0M8	10752
Q01970	5331
O00499	274
Q9BV79	51102
Q8N5M1	91647
O75477	10613
Q9Y5P3	10742
Q8IWA5	57153
Q8N2K0	26090
O15235	6183
P49441	3628
F8W876	5648
O94855	9871
P28161	2946
Q9ULI0	54454
P29466	834
Q8IUE6	317772
Q96EZ8	10445
Q96MN9	118738
P58753	114609
P06756	3685
Q8N142	122622
P07510	1146
O95926	25949
Q86VR8	24147
O75663	261726
Q8NBU5	84896
Q53T94	9014
Q5JY65	51340
P0CF97	285550
Q4VXA5	80759
Q96DX8	64108
Q9HB09	83596
F8VV52	4848
Q14008	9793
Q8WXK4	142689
Q9NY97	10678
P35858	3483
Q53TS8	151254
Q8IYR2	114826
Q14746	22796
F5GZ43	10888
Q9BZK7	79718
Q9NYP8	56245
P08240	6734
Q9H773	79077
Q9ULK2	222255
Q14696	23184
B2RA97	29104
P13686	54
P11388	7153
Q16619	1489
O15520	2255
P15144	290
Q9UGU0	6942
A0A087WTN9	653145
P48060	11010
Q8WVC6	79877
Q8WUJ1	124936
Q8N344	54531
Q6ZQR2	389799
O95104	57466
O75386	7289
Q92633	1902
Q3ZK31	63826
P05783	3875
Q16602	10203
Q8NBN7	112724
P49427	997
Q9Y2J8	11240
Q9BTF0	80745
A0A0U1RQY1	64478
Q6UX06	10562
Q9GZU2	5178
Q9H9H4	79720
Q9P2A4	51225
P21333	2316
Q96EL3	116540
P04090	6019
P17980	5702
P27487	1803
Q8NAA4	89849
O60225	6758
O15156	51043
P08151	2735
P84090	2079
Q8N6C5	3547
P35638	1649
Q9GZQ8	81631
D6R938	817
Q9HBL0	7145
O75525	10656
A6NKK0	26341
Q8ND83	122060
O95248	6305
Q8N556	60312
Q96R48	393046
P98172	1947
Q05516	7704
Q9NS64	56475
Q9BUT1	56898
Q96LD8	123228
A0A0C4DGA2	10455
Q8IYB4	51555
O00165	10456
Q96P16	55197
Q9HC23	60675
H7BXD5	25801
Q5VZF2	10150
Q99541	123
O43303	9738
Q12846	6810
Q8N5L8	138716
P52597	3185
P0CW19	100288695
P0CW19	96626
Q92523	1375
Q16891	10989
G3XAM2	3426
Q9BSK0	83742
P22466	51083
Q96JX3	84947
A0A087WWT8	78997
Q8N6Q3	57126
Q7RTX7	378807
P04628	7471
A1Z1Q3	140733
Q8IU85	57118
Q9H469	79176
P10720	5197
A0A0J9YX66	10659
Q8NDM7	80217
Q93088	635
Q07352	677
Q7Z3D6	80017
Q7RTS6	92736
Q96EX1	113444
Q13946	5150
Q8IZL9	23552
Q15029	9343
P53677	10947
Q7LGA3	9653
O14764	2563
Q53R12	79853
P50120	5948
Q15459	10291
Q86X27	55103
Q12887	1352
O60244	9282
Q63ZY3	25959
Q9Y5X0	29887
B7Z779	113277
Q9H2B2	6860
P80297	4501
F5H3L1	4815
Q9UI17	29958
A0A0C4DGP2	146909
Q9Y4E8	9958
P04075	226
Q96K49	84910
Q5VWN6	54906
Q8TD43	54795
P35998	5701
Q9H5P4	79955
Q8N3V7	11346
P51800	1187
Q99543	27000
O14638	5169
Q9UH17	9582
Q8NEC7	79807
Q8N3J5	152926
Q86W47	27345
Q9NUJ3	55346
P62249	6217
P09237	4316
Q8IVB5	128077
P78317	6047
Q0GE19	84068
Q9UHR4	55971
Q9NVK5	26127
Q92743	5654
G3XAM7	1495
P0CG29	2953
P31785	3561
Q9NVP2	55723
A0A087WZF8	3429
Q9Y4G6	83660
Q8NG41	256933
Q12988	8988
Q6UW15	130120
Q8IVW8	124976
Q8TF71	117247
Q9H8N7	55893
Q05066	6736
Q68CP4	138050
P14920	1610
P24462	100861540
P24462	1551
Q8TB36	54332
Q96GW7	63827
A0A0A0MS77	3601
Q3KQV9	91373
P61601	83988
Q9UI47	29119
Q9UGP5	27343
Q96RK1	163732
Q969R8	55846
P30291	7465
P05121	5054
Q6P5S7	440400
Q9HCS5	64097
Q69YW2	375057
Q4KMG9	120939
P09668	1512
Q9Y3F4	11171
P20700	4001
P46776	6157
O60391	116444
O75164	9682
P53816	11145
Q8TAC2	126119
Q9Y5K1	23626
Q9NZJ4	26278
Q6UXB2	284340
Q8IZT6	259266
Q5U651	54922
O00590	1238
Q13107	7375
Q5T035	445577
G1UD79	159090
P31153	4144
Q9BSK4	55527
Q9UGM6	10352
Q92805	2800
Q05923	1844
P36578	6124
A0A087WYL7	10001
Q9NQZ7	57089
O00410	3843
Q9UBT7	8727
H0YKT4	23478
O95789	9204
Q2M329	257236
P41161	2119
P01225	2488
Q86WK9	164091
Q7L1W4	55144
Q15047	9869
Q3MIX3	203054
O43688	8612
Q9NZD8	51324
Q05513	5590
Q9H6D3	55113
Q8N865	136895
Q99708	5932
P10253	2548
P49770	8892
P33991	4173
P0CG34	11013
P0CG34	286527
Q92900	5976
O95302	11328
P37268	2222
P26599	5725
P22607	2261
Q9Y2S0	51082
Q96TA2	10730
Q00325	5250
P63261	71
H0YNU5	641
P80217	3430
Q9NRY5	10827
Q9NZH6	27178
P22794	2123
O60543	1149
Q2QL34	255027
P52732	3832
A0A096LPD5	89778
Q2M3G0	340273
P52333	3718
P15088	1359
Q8WTS1	51099
Q96DX4	89970
Q9GZN2	60436
Q8N653	8216
A6NHQ4	100170841
Q8TDC3	84446
Q96CA5	79444
O75843	8906
Q01484	287
P78395	23532
Q96E35	116225
Q9BXS6	51203
O75309	1014
O14925	100287932
P52849	8509
Q969G5	112464
Q9BUU2	79091
Q13451	2289
Q8WWU7	142683
Q9H422	10114
E7ETG2	10595
Q9ULX5	7732
P28566	3354
Q9UBS5	2550
Q9Y426	25966
Q96I25	84991
O15305	5373
Q7Z4L5	79809
P41159	3952
Q969X5	57222
Q9P273	55714
Q8TA86	6100
Q14990	4956
Q9BTM1	55766
P20231	64499
P20231	7177
Q9NZZ3	51510
O94827	57449
Q96QZ7	9223
Q9H999	79646
Q96HR9	92840
A6NCR4	90019
Q9BPX3	64151
Q15646	8638
Q8ND07	80127
A0A024R5I4	11309
O75369	2317
Q15811	6453
E7EUC4	54861
Q9UIJ7	50808
P18146	1958
Q9BRQ8	84883
A0A087WV86	79866
P09012	6626
Q86TS9	122704
Q9GZX9	57045
Q9ULK5	57216
P10916	4633
P35908	3849
P62256	7328
Q9BY12	49855
Q9Y6X0	26040
Q9UG63	10061
Q9UG63	114483834
A0A087WX45	23288
Q9H4F8	64093
P48059	3987
Q9H9C1	63894
A0A0A0MRE5	50807
B4DW98	57823
P55345	3275
Q96SZ5	84890
Q9HBH1	64146
Q9H160	3622
Q86Y78	130574
C9JYQ9	200916
O76064	9025
O43660	5356
O14804	9038
Q9UM21	11320
O14964	9146
Q6VMQ6	55729
Q6ZUT3	90167
P52198	8153
Q9NR61	54567
Q13158	8772
Q99942	6048
G3XAG3	1029
Q6P995	165215
O60888	51596
K7EIY8	125476
Q05682	800
P48067	6536
P68543	165324
Q86VQ0	167691
Q8TF39	158399
O14744	10419
Q96JP0	56929
Q9NU53	116254
P00797	5972
P62701	6191
Q0ZGT2	91624
Q86WK7	386724
Q96L11	135927
Q9BYR5	85291
Q15170	9338
F5H8H2	4598
P07910	3183
A0A075B749	9659
J3KSY2	654346
Q8NEN9	118987
Q9HD40	51091
E1CEI4	2729
P78556	6364
P0DN79	102724560
P0DN79	875
Q12879	2903
Q8N144	125111
P12644	652
P30304	993
P01258	796
P33897	215
H9KVB3	340990
E5RJN2	137695
Q8NAU1	252995
P00492	3251
Q9UPC5	2857
Q2TV78	11223
F2Z2P2	150290
P14921	2113
Q8TDD5	55283
P82912	64963
Q96BV0	285971
Q1EHB4	159963
Q86W54	202051
O75899	9568
Q53GQ0	51144
Q9Y5B9	11198
O00175	6369
P31273	3224
Q96ID5	84966
Q9Y6X1	27230
P05771	5579
Q8WUB8	55274
Q05586	2902
Q92982	4814
Q14344	10672
P08236	2990
A0A0C4DFM4	151393
P51665	5713
Q5JVF3	55795
Q9Y4I1	4644
Q8TEB9	84236
Q12929	2059
P07199	1059
Q9UHA3	51187
Q9NRF9	54107
Q5EBM0	129607
Q9UPZ6	221981
P11532	1756
P17081	23433
Q8N129	245812
P61019	5862
P13631	5916
P13994	81576
Q9NYQ7	1951
Q96G23	29956
Q96JB2	83548
Q6P4F2	112812
P23458	3716
Q6ZU65	254048
Q6UX01	55716
Q9UGI8	26136
Q4AE62	79712
Q9BY67	23705
Q9BXY4	84870
Q9NZI7	7342
P82970	79366
F5H8D0	51642
P60368	386679
B7XGB9	132160
Q8IYD2	55220
O60861	8522
O75354	955
Q9Y6Q1	827
Q96RT7	85378
Q0D2K0	348938
Q9H7U1	54462
P80188	3934
Q9BTV7	81928
Q9H633	79897
Q8N0U8	154807
Q9Y615	10881
P78508	3766
P22460	3741
A0A087WY09	7270
Q9H4S2	219409
A2RU14	219854
Q7Z591	80709
Q9BVS4	55781
O60840	778
P35610	6646
P20585	4437
P29459	3592
Q6UX52	100141515
P42773	1031
Q96RQ9	259307
E7ENR6	64850
Q6ZNL6	152273
Q8IXM6	11270
Q9H867	79609
Q7Z7M8	374907
Q96L93	55614
O60942	8732
P56696	9132
Q92604	9926
Q01523	1670
P31270	3207
P01579	3458
A6NHL2	79861
Q6BDI9	387849
Q9P2K9	57540
Q9Y624	50848
Q13614	8898
Q14582	10608
Q9H190	27111
B1AK53	83715
C9IZ01	85476
Q15327	27063
Q8NB46	283373
Q9Y5W3	10365
Q8IZ57	140767
P09017	3221
Q8IY18	23137
Q8NGQ2	219952
M0R0W6	558
P49327	2194
P14780	4318
Q9NRY2	58493
A0A0A0MRY9	63924
Q9Y4A5	8295
Q6IEY1	26683
Q6IEY1	729759
Q6IEY1	81399
P04908	3012
P04908	8335
Q6UVJ0	163786
Q9BZL6	25865
Q9Y5X5	10886
Q5EB52	4232
Q9UDY4	11080
M0QY76	7538
P28325	1473
P56817	23621
Q8NAT2	163589
Q9C0K3	653857
Q99417	26292
Q9UQN3	25978
O60927	6992
Q6WRI0	285313
D6R923	201799
Q08752	5481
Q6ZQQ6	83889
P17252	5578
Q9H8H2	64794
Q13111	10036
P00352	216
Q92674	2491
P86790	221960
P86790	51622
Q96LR5	7325
P78540	384
O00631	6588
Q9HC98	10783
Q6Y1H2	201562
E9PCH5	831
Q9BWD1	39
Q96AQ6	57326
Q14681	23510
P23771	2625
Q9UJC3	51361
Q70IA6	81532
P07948	4067
Q9HDC9	57136
Q9Y608	9209
Q9UJC5	83699
Q9HB75	55367
J3KN59	663
H3BN02	3687
O43149	23140
O75528	10474
P22674	10309
P58876	3017
P51692	6777
Q2M3T9	23553
O43715	51499
Q8NFA2	124056
Q86UC2	83861
O15273	8557
I3L2J3	92162
O43745	63928
Q5VYX0	55328
Q9H4L7	56916
Q6UW88	255324
Q13772	8031
P09104	2026
Q14966	27332
Q15111	5334
Q8N436	119587
P69892	3048
Q03013	2948
Q99675	10668
Q9NP79	51534
O94763	8725
P02747	714
Q8IUC4	85415
Q13416	4999
B7Z6T3	153396
Q92522	8971
Q13564	8883
Q8NCW6	63917
A0A0A0MR67	775
P51606	5973
M0QZC1	646862
P56937	51478
O95571	23474
O75146	9026
Q7Z333	23064
O94768	9262
Q16082	3316
P42679	4145
A0A075B7B4	9641
Q9UPR6	23217
P08621	6625
Q5TB12	148523
P26641	1937
Q9UHI8	9510
A0A0C4DGW8	282617
O75175	4849
Q8WUH2	9392
Q16204	8030
P34995	5731
P17677	2596
P14770	2815
Q8WWF8	133690
P11912	973
Q93070	420
Q96IK0	84336
Q969D9	85480
Q8NI51	140690
P21709	2041
Q96EH8	93082
P29460	3593
O75688	5495
Q53EV4	10233
O75475	11168
Q16394	2131
P14784	3560
P35749	4629
Q9UI10	8890
Q9NYK5	54148
O60706	10060
Q9NX14	54539
Q53G59	59349
E9PF10	9631
Q969P0	93185
Q9NVQ4	55179
P20916	4099
Q9Y566	50944
Q96LJ7	115817
P48551	3455
Q9H5V7	64376
Q9NWM0	54498
B3KP41	23469
Q86U70	8861
Q14644	22821
P02647	335
B7Z7E1	1264
Q9Y277	7419
O75677	5988
Q6ZTZ1	345222
Q9NZI5	29841
Q6DWJ6	124274
Q9H6S0	64848
Q53H54	55039
Q3KP31	163049
Q96M91	220136
Q03403	7032
P62304	6635
K7ERN2	3385
P48029	6535
Q9BZQ8	116496
Q8IVL1	89797
P22304	3423
Q8NBF2	374354
Q8N118	260293
A0A087WSZ2	89
Q96NR3	139411
P32745	6753
P00734	2147
P20591	4599
Q9H6S1	64343
Q96HH6	55266
P24593	3488
A1L167	134111
Q13733	480
Q9Y6C9	23788
Q5HYM0	340554
Q01459	1486
Q9GZZ7	64096
Q9UII4	51191
Q92624	10513
P39656	1650
P06865	3073
P35268	6146
O95125	7753
Q5BKZ1	284695
Q13163	5607
P53672	1412
Q6JVE5	286256
Q9UIS9	4152
Q16644	7867
Q8IXI1	89941
Q86XI2	54892
P35590	7075
Q9H114	128817
P56748	9073
Q9NZW5	51678
A0A0C4DFX7	79968
Q9UL42	10687
Q9Y694	10864
P12883	4625
Q687X5	79689
Q9UBU3	51738
Q6YFQ2	125965
Q8WVF2	221044
Q9UHB4	27158
Q86UD3	115123
P41252	3376
O43913	5001
P52566	397
Q9NQW6	54443
A0A087X1E4	23647
P02753	5950
Q03167	7049
O14668	5638
Q96MD2	144577
P16415	55552
Q8N1V2	146845
Q13585	9248
P08397	3145
Q9NQ79	55118
Q9BYP8	83902
Q8IWX5	130367
P10451	6696
Q3BBV0	55672
Q8WVS4	55112
P57737	79585
O75874	3417
E7EUY1	3460
Q13370	5140
Q9BT04	80199
G3V131	126295
Q9NV88	55756
Q7Z3Y7	162605
Q68DU8	57528
Q0VG99	145873
Q9Y275	10673
O60423	148229
O43681	439
Q9Y4X0	9949
P30044	25824
Q96T91	170589
Q9BYN0	140809
Q8N668	150684
Q9Y5W8	23161
Q9Y5K3	9468
P78318	3476
E9PSF9	387700
O60240	5346
Q7Z3K6	166968
P51991	220988
Q07864	5426
Q8N149	11027
F8W9F9	65268
P22301	3586
A8MYJ1	11214
O15523	8653
Q14117	1807
P05187	250
Q9UEF7	9365
Q149M9	284434
C9IZQ6	8997
Q8IYR6	100526694
Q8IYR6	8577
Q9NUJ7	55344
Q9UDX4	266629
Q13126	4507
Q86SU0	286676
Q8N6L7	169693
Q9Y6Y0	10625
P19099	1585
O60675	7975
P36955	5176
Q8IYJ0	196500
Q00765	7905
P43403	7535
Q8NGF1	119695
Q8TF68	171017
Q9HBL8	57407
Q15154	5108
Q6UB99	29123
Q7RTV3	195828
Q53EP0	64778
A8MXV4	390916
P14678	6628
Q6PK18	79701
Q9HCM2	91584
Q9H665	79713
Q14520	3026
Q96DA6	131118
Q8TAA5	134266
Q9BW27	79902
Q8IXW0	256329
P30533	4043
Q8WV92	129531
Q14761	5790
Q9NQG7	89781
P62834	5906
Q9UKE5	23043
Q15283	5922
Q9GZR5	6785
P38398	672
B3KQH5	26512
Q9HDC5	56704
Q8N4Q1	131474
Q01638	9173
Q8WUX2	494143
Q9NUN5	55788
Q99633	8559
Q9UJQ1	24141
Q8IVU3	55008
Q15084	10130
Q9NSD9	10056
P46782	6193
P78346	10556
A0A087WTL4	23786
Q8TD26	84181
Q08257	1429
Q09161	4686
O95251	11143
P35790	1119
O43184	8038
Q9H1R3	85366
Q8N5W8	196792
Q9HCD5	57727
Q96HV5	90407
Q86VI1	283849
Q9Y3C8	51506
O75344	8468
Q99735	4258
Q4W5G0	166815
P51168	6338
Q0PNE2	54859
A0A087WYJ3	5134
Q7Z3Z0	147183
Q9UJ83	26061
O43592	11260
Q9NPU4	56967
Q8IZC6	85301
F6SDV2	64129
Q8WYL5	54434
Q5JS37	387921
Q96DN7	91653
Q5VZ66	282973
Q15849	8170
Q01718	4158
Q6P2Q9	10594
O75298	6253
O00570	6656
P11498	5091
P56282	5427
P63146	7320
Q8NBJ9	51092
E9PBP8	7364
Q8WVM7	10274
C9JQY5	55298
Q6ZVD7	219736
O43602	1641
Q17R60	3617
Q9Y5I0	56136
Q6ZMI0	129285
O00755	7476
B5MCV2	728294
Q13242	8683
Q9ULD2	57509
Q12857	4774
